assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,7.68,IC50,nM,21.0,IC50,nM,21.0
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,CHEMBL5729338,CHEMBL5771268,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCCc3cccnc3)nc12,CHEMBL5729338,CHEMBL5745684,5.54,IC50,nM,2866.0,IC50,nM,2866.0
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCCc3cccnc3)nc12,CHEMBL5729338,CHEMBL5745684,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCCc3cccnc3)nc12,CHEMBL5729338,CHEMBL5745684,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c1,CHEMBL5729338,CHEMBL5776467,9.40,IC50,nM,0.4,IC50,nM,0.4
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c1,CHEMBL5729338,CHEMBL5776467,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c1,CHEMBL5729338,CHEMBL5776467,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5842562,6.32,IC50,nM,482.0,IC50,nM,482.0
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5842562,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5842562,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,CHEMBL5729338,CHEMBL5932673,9.15,IC50,nM,0.7,IC50,nM,0.7
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,CHEMBL5729338,CHEMBL5932673,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,CHEMBL5729338,CHEMBL5932673,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5829177,6.76,IC50,nM,174.0,IC50,nM,174.0
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5829177,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5729338,CHEMBL5829177,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5861601,8.47,IC50,nM,3.4,IC50,nM,3.4
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5861601,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5861601,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cc1cccc2cccc(-c3cc4nc(OC[C@@H]5CCCN5C)nc(N5CC6CCC(C5)N6)c4cn3)c12,CHEMBL5729338,CHEMBL5910304,5.84,IC50,nM,1438.0,IC50,nM,1438.0
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cc1cccc2cccc(-c3cc4nc(OC[C@@H]5CCCN5C)nc(N5CC6CCC(C5)N6)c4cn3)c12,CHEMBL5729338,CHEMBL5910304,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Cc1cccc2cccc(-c3cc4nc(OC[C@@H]5CCCN5C)nc(N5CC6CCC(C5)N6)c4cn3)c12,CHEMBL5729338,CHEMBL5910304,,k_off,s-1,,koff,s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5869638,7.98,IC50,nM,10.4,IC50,nM,10.4
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5869638,,kon,,,kon,M-1-s-1,
CHEMBL5738512,"KRas G12D Binding Assay: Table 2: The ability of a compound to bind to KRAS G12D was measured using a TR-FRET displacement assay. Biotinylated GDP-loaded recombinant human KRAS G12D (corresponding to amino acids 1:169, produced at Array BioPharma) was incubated with a custom-made Cy5 labelled tracer, europium labelled streptavidin and compound (2% DMSO final) in buffer (50 mM HEPES [pH 7.5], 5mM MgCl2, 0.005% Tween-20 & 1 mM DTT). After a 60 minute incubation at 22° C., the reaction was measured using a PerkinElmer EnVision multimode plate reader via TR-FRET dual wavelength detection, and the percent of control (POC) calculated using a ratiometric emission factor. 100 POC is determined using no test compound and 0 POC is determined using a concentration of control compound that completely inhibits binding of the tracer to KRAS. The POC values were fit to a 4-parameter logistic curve and the IC50 value was determined as the concentration where the curve crosses 50 POC.",Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,CHEMBL5729338,CHEMBL5869638,,k_off,s-1,,koff,s-1,
